120,642
141,644
217,645
306,642
310,546
309,427
396,412
421,398
515,398
542,451
594,503
616,505
706,588
719,644
800,643
852,639
969,641
918,594
870,547
814,526
784,509
719,407
675,363
597,286
638,232
739,191
840,117
899,90
945,59
874,60
831,91
742,74
700,61
668,114
551,160
516,182
467,238
377,274
281,194
309,135
308,58
260,62
196,60
145,68
120,158
119,236
120,257
119,285
118,311
124,386
120,475
150,544
119,622
