396,611
434,619
472,614
500,625
534,637
588,634
619,619
646,615
672,628
674,600
689,564
712,544
704,520
671,510
654,482
645,448
667,407
689,393
713,376
736,358
760,350
756,324
743,280
737,242
723,200
717,169
694,148
678,128
658,108
632,117
619,123
572,112
541,107
524,83
499,77
474,71
450,81
465,119
406,161
390,181
398,211
390,237
389,262
372,283
346,293
344,318
328,357
344,398
337,423
348,449
345,474
361,497
390,492
415,510
409,557
400,582
